,year,age,education,religion,happy,political_view,degree_obtained,political_view_id
55765,2012,23.0,16.0,None,Moderately Happy,Moderate,High School,4.0
55766,2012,63.0,12.0,Catholic,Very Happy,Moderate,High School,4.0
55767,2012,45.0,18.0,Protestant,Moderately Happy,Slightly Liberal,Graduate,3.0
55768,2012,26.0,9.0,Catholic,Very Happy,Moderate,Less Than High School,4.0
55769,2012,36.0,9.0,Catholic,Not Happy,Slightly Liberal,Less Than High School,3.0
55770,2012,64.0,14.0,Protestant,Moderately Happy,Slightly Liberal,Bachelor's,3.0
55771,2012,46.0,6.0,Catholic,Very Happy,Moderate,Less Than High School,4.0
55772,2012,69.0,12.0,Catholic,Very Happy,Moderate,High School,4.0
55773,2012,43.0,15.0,Catholic,Very Happy,Moderate,High School,4.0
55774,2012,57.0,16.0,Catholic,Not Happy,Conservative,Bachelor's,6.0
55775,2012,34.0,12.0,Catholic,Very Happy,Slightly Liberal,High School,3.0
55776,2012,30.0,12.0,Protestant,Very Happy,Moderate,Less Than High School,4.0
55777,2012,28.0,16.0,Catholic,Very Happy,Slightly Conservative,Bachelor's,5.0
55778,2012,23.0,14.0,Catholic,Moderately Happy,Moderate,High School,4.0
55779,2012,29.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
55780,2012,54.0,19.0,None,Very Happy,Liberal,Graduate,2.0
55781,2012,57.0,15.0,Christian,Moderately Happy,Conservative,High School,6.0
55782,2012,67.0,13.0,Protestant,Moderately Happy,Moderate,High School,4.0
55783,2012,27.0,13.0,Protestant,Very Happy,Slightly Conservative,High School,5.0
55784,2012,43.0,17.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
55785,2012,42.0,14.0,Unknown,Moderately Happy,Conservative,High School,6.0
55786,2012,35.0,14.0,None,Moderately Happy,Moderate,Associate/Junior College,4.0
55787,2012,30.0,16.0,Christian,Very Happy,Liberal,Bachelor's,2.0
55788,2012,55.0,14.0,None,Very Happy,Moderate,Associate/Junior College,4.0
55789,2012,53.0,14.0,Protestant,Moderately Happy,Moderate,Associate/Junior College,4.0
55790,2012,18.0,11.0,None,Very Happy,Slightly Liberal,Less Than High School,3.0
55791,2012,40.0,20.0,None,Not Happy,Moderate,Graduate,4.0
55792,2012,25.0,14.0,None,Moderately Happy,Slightly Liberal,High School,3.0
55793,2012,54.0,20.0,None,Very Happy,Liberal,Graduate,2.0
55794,2012,52.0,16.0,Catholic,Moderately Happy,Conservative,Bachelor's,6.0
55795,2012,25.0,12.0,Protestant,Moderately Happy,Liberal,High School,2.0
55796,2012,28.0,13.0,None,Very Happy,Liberal,High School,2.0
55797,2012,74.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
55798,2012,89.0,16.0,Protestant,Moderately Happy,Moderate,Bachelor's,4.0
55799,2012,77.0,11.0,Protestant,Very Happy,Moderate,Less Than High School,4.0
55800,2012,24.0,13.0,None,Moderately Happy,Moderate,High School,4.0
55801,2012,72.0,12.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
55802,2012,70.0,12.0,Catholic,Moderately Happy,Unknown,High School,
55803,2012,84.0,14.0,None,Moderately Happy,Liberal,High School,2.0
55804,2012,73.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
55805,2012,57.0,13.0,Catholic,Moderately Happy,Slightly Liberal,High School,3.0
55806,2012,47.0,20.0,Protestant,Moderately Happy,Liberal,Graduate,2.0
55807,2012,49.0,15.0,Catholic,Moderately Happy,Moderate,High School,4.0
55808,2012,51.0,12.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
55809,2012,53.0,11.0,Protestant,Moderately Happy,Extremely Liberal,Less Than High School,1.0
55810,2012,65.0,14.0,Catholic,Moderately Happy,Moderate,High School,4.0
55811,2012,55.0,13.0,Protestant,Moderately Happy,Extremely Liberal,High School,1.0
55812,2012,57.0,16.0,None,Moderately Happy,Liberal,Bachelor's,2.0
55813,2012,38.0,15.0,None,Moderately Happy,Slightly Liberal,High School,3.0
55814,2012,49.0,12.0,Catholic,Not Happy,Slightly Liberal,High School,3.0
55815,2012,54.0,13.0,Christian,Moderately Happy,Conservative,High School,6.0
55816,2012,21.0,12.0,None,Very Happy,Slightly Liberal,High School,3.0
55817,2012,20.0,13.0,None,Moderately Happy,Moderate,High School,4.0
55818,2012,76.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
55819,2012,66.0,8.0,Protestant,Not Happy,Liberal,Less Than High School,2.0
55820,2012,43.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
55821,2012,55.0,14.0,Protestant,Moderately Happy,Extremely Liberal,High School,1.0
55822,2012,28.0,20.0,Protestant,Very Happy,Slightly Liberal,Graduate,3.0
55823,2012,45.0,16.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
55824,2012,81.0,8.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
55825,2012,76.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
55826,2012,45.0,13.0,None,Moderately Happy,Moderate,High School,4.0
55827,2012,62.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
55828,2012,62.0,12.0,Catholic,Moderately Happy,Slightly Conservative,High School,5.0
55829,2012,29.0,16.0,Catholic,Moderately Happy,Moderate,Bachelor's,4.0
55830,2012,31.0,18.0,Hinduism,Moderately Happy,Moderate,Graduate,4.0
55831,2012,32.0,14.0,None,Moderately Happy,Moderate,High School,4.0
55832,2012,41.0,14.0,Protestant,Very Happy,Extremely Conservative,High School,7.0
55833,2012,30.0,16.0,Catholic,Very Happy,Slightly Conservative,Bachelor's,5.0
55834,2012,64.0,16.0,Protestant,Moderately Happy,Moderate,Bachelor's,4.0
55835,2012,50.0,13.0,Christian,Moderately Happy,Conservative,High School,6.0
55836,2012,22.0,13.0,Catholic,Moderately Happy,Moderate,High School,4.0
55837,2012,22.0,11.0,Catholic,Moderately Happy,Moderate,Less Than High School,4.0
55838,2012,54.0,16.0,Protestant,Moderately Happy,Moderate,Bachelor's,4.0
55839,2012,76.0,12.0,Unknown,Not Happy,Moderate,High School,4.0
55840,2012,66.0,14.0,Other,Not Happy,Moderate,Associate/Junior College,4.0
55841,2012,64.0,16.0,Protestant,Not Happy,Slightly Conservative,Bachelor's,5.0
55842,2012,56.0,16.0,Christian,Moderately Happy,Conservative,Bachelor's,6.0
55843,2012,19.0,11.0,Christian,Moderately Happy,Moderate,Less Than High School,4.0
55844,2012,45.0,14.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
55845,2012,47.0,17.0,Protestant,Very Happy,Moderate,Bachelor's,4.0
55846,2012,20.0,14.0,Protestant,Moderately Happy,Moderate,High School,4.0
55847,2012,44.0,13.0,Protestant,Moderately Happy,Moderate,High School,4.0
55848,2012,24.0,15.0,Hinduism,Moderately Happy,Moderate,Associate/Junior College,4.0
55849,2012,49.0,16.0,Christian,Very Happy,Moderate,Bachelor's,4.0
55850,2012,67.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
55851,2012,48.0,12.0,None,Moderately Happy,Liberal,High School,2.0
55852,2012,47.0,12.0,Protestant,Not Happy,Extremely Conservative,High School,7.0
55853,2012,75.0,15.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
55854,2012,76.0,13.0,Protestant,Very Happy,Slightly Conservative,High School,5.0
55855,2012,51.0,11.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
55856,2012,37.0,12.0,None,Very Happy,Liberal,High School,2.0
55857,2012,43.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
55858,2012,22.0,13.0,Protestant,Very Happy,Slightly Conservative,High School,5.0
55859,2012,41.0,13.0,Protestant,Moderately Happy,Moderate,High School,4.0
55860,2012,24.0,14.0,Catholic,Moderately Happy,Moderate,High School,4.0
55861,2012,43.0,8.0,Catholic,Moderately Happy,Moderate,Less Than High School,4.0
55862,2012,66.0,14.0,Protestant,Very Happy,Slightly Conservative,High School,5.0
55863,2012,47.0,13.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
55864,2012,50.0,15.0,Catholic,Moderately Happy,Moderate,Bachelor's,4.0
55865,2012,57.0,14.0,Protestant,Moderately Happy,Slightly Conservative,Associate/Junior College,5.0
55866,2012,56.0,13.0,None,Moderately Happy,Moderate,High School,4.0
55867,2012,22.0,12.0,None,Moderately Happy,Slightly Liberal,High School,3.0
55868,2012,61.0,16.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
55869,2012,26.0,15.0,None,Very Happy,Liberal,High School,2.0
55870,2012,42.0,16.0,Protestant,Moderately Happy,Moderate,Bachelor's,4.0
55871,2012,87.0,15.0,Catholic,Very Happy,Conservative,Associate/Junior College,6.0
55872,2012,32.0,16.0,Catholic,Moderately Happy,Moderate,Bachelor's,4.0
55873,2012,42.0,16.0,Protestant,Very Happy,Moderate,Bachelor's,4.0
55874,2012,89.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
55875,2012,55.0,13.0,Protestant,Moderately Happy,Conservative,High School,6.0
55876,2012,38.0,16.0,Protestant,Very Happy,Moderate,Bachelor's,4.0
55877,2012,62.0,15.0,Catholic,Moderately Happy,Conservative,Associate/Junior College,6.0
55878,2012,51.0,16.0,Protestant,Moderately Happy,Extremely Conservative,Bachelor's,7.0
55879,2012,27.0,14.0,Other,Not Happy,Moderate,Associate/Junior College,4.0
55880,2012,36.0,11.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
55881,2012,34.0,14.0,Protestant,Not Happy,Moderate,High School,4.0
55882,2012,36.0,16.0,Buddhism,Moderately Happy,Unknown,Bachelor's,
55883,2012,29.0,14.0,Christian,Very Happy,Slightly Conservative,Associate/Junior College,5.0
55884,2012,42.0,12.0,None,Very Happy,Unknown,High School,
55885,2012,51.0,14.0,Christian,Very Happy,Moderate,Associate/Junior College,4.0
55886,2012,25.0,13.0,Catholic,Very Happy,Moderate,High School,4.0
55887,2012,81.0,16.0,Catholic,Very Happy,Moderate,Bachelor's,4.0
55888,2012,22.0,12.0,Christian,Moderately Happy,Conservative,High School,6.0
55889,2012,45.0,13.0,None,Very Happy,Extremely Liberal,High School,1.0
55890,2012,61.0,13.0,Protestant,Very Happy,Slightly Conservative,High School,5.0
55891,2012,79.0,15.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
55892,2012,63.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
55893,2012,60.0,20.0,None,Not Happy,Moderate,Graduate,4.0
55894,2012,54.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
55895,2012,56.0,12.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
55896,2012,21.0,14.0,Catholic,Moderately Happy,Slightly Conservative,High School,5.0
55897,2012,67.0,11.0,None,Moderately Happy,Moderate,Less Than High School,4.0
55898,2012,61.0,12.0,None,Moderately Happy,Moderate,High School,4.0
55899,2012,51.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
55900,2012,72.0,9.0,Christian,Very Happy,Unknown,Less Than High School,
55901,2012,63.0,9.0,Catholic,Moderately Happy,Slightly Liberal,Less Than High School,3.0
55902,2012,78.0,18.0,Protestant,Very Happy,Slightly Conservative,High School,5.0
55903,2012,45.0,16.0,Protestant,Very Happy,Moderate,Bachelor's,4.0
55904,2012,48.0,12.0,Catholic,Very Happy,Conservative,High School,6.0
55905,2012,79.0,16.0,Protestant,Very Happy,Slightly Conservative,Bachelor's,5.0
55906,2012,30.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
55907,2012,32.0,12.0,Christian,Very Happy,Slightly Liberal,High School,3.0
55908,2012,30.0,11.0,Catholic,Moderately Happy,Moderate,Less Than High School,4.0
55909,2012,44.0,16.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
55910,2012,42.0,14.0,Catholic,Not Happy,Moderate,Associate/Junior College,4.0
55911,2012,64.0,14.0,Protestant,Not Happy,Slightly Conservative,Associate/Junior College,5.0
55912,2012,42.0,16.0,Protestant,Moderately Happy,Moderate,Bachelor's,4.0
55913,2012,42.0,16.0,Protestant,Moderately Happy,Moderate,Bachelor's,4.0
55914,2012,46.0,16.0,Unknown,Moderately Happy,Slightly Liberal,Bachelor's,3.0
55915,2012,26.0,13.0,Catholic,Moderately Happy,Liberal,High School,2.0
55916,2012,63.0,12.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
55917,2012,45.0,16.0,Christian,Moderately Happy,Slightly Liberal,Associate/Junior College,3.0
55918,2012,33.0,15.0,Christian,Not Happy,Unknown,Associate/Junior College,
55919,2012,27.0,15.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
55920,2012,50.0,16.0,None,Very Happy,Moderate,Bachelor's,4.0
55921,2012,68.0,16.0,Protestant,Moderately Happy,Slightly Conservative,Bachelor's,5.0
55922,2012,55.0,12.0,Protestant,Very Happy,Conservative,High School,6.0
55923,2012,58.0,9.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
55924,2012,19.0,13.0,Catholic,Moderately Happy,Slightly Liberal,High School,3.0
55925,2012,42.0,,Catholic,Not Happy,Liberal,Less Than High School,2.0
55926,2012,38.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
55927,2012,63.0,13.0,Protestant,Very Happy,Conservative,High School,6.0
55928,2012,27.0,16.0,Protestant,Moderately Happy,Slightly Conservative,Bachelor's,5.0
55929,2012,71.0,12.0,Protestant,Moderately Happy,Unknown,High School,
55930,2012,38.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
55931,2012,77.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
55932,2012,48.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
55933,2012,74.0,16.0,Protestant,Moderately Happy,Moderate,Bachelor's,4.0
55934,2012,56.0,10.0,Protestant,Very Happy,Conservative,High School,6.0
55935,2012,23.0,15.0,None,Moderately Happy,Liberal,High School,2.0
55936,2012,51.0,10.0,None,Not Happy,Unknown,Less Than High School,
55937,2012,47.0,12.0,Catholic,Moderately Happy,Slightly Conservative,High School,5.0
55938,2012,49.0,12.0,Protestant,Not Happy,Conservative,High School,6.0
55939,2012,22.0,15.0,None,Very Happy,Moderate,Bachelor's,4.0
55940,2012,36.0,17.0,None,Moderately Happy,Moderate,Bachelor's,4.0
55941,2012,38.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
55942,2012,22.0,12.0,None,Very Happy,Slightly Liberal,Less Than High School,3.0
55943,2012,46.0,14.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
55944,2012,63.0,10.0,Protestant,Very Happy,Slightly Liberal,Less Than High School,3.0
55945,2012,19.0,11.0,None,Very Happy,Moderate,Less Than High School,4.0
55946,2012,52.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
55947,2012,35.0,11.0,None,Not Happy,Extremely Conservative,Less Than High School,7.0
55948,2012,64.0,12.0,Protestant,Very Happy,Slightly Conservative,High School,5.0
55949,2012,49.0,12.0,Christian,Moderately Happy,Conservative,High School,6.0
55950,2012,45.0,11.0,Protestant,Moderately Happy,Slightly Conservative,Less Than High School,5.0
55951,2012,68.0,11.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
55952,2012,45.0,12.0,Protestant,Not Happy,Slightly Conservative,High School,5.0
55953,2012,55.0,18.0,Protestant,Moderately Happy,Slightly Conservative,Graduate,5.0
55954,2012,62.0,11.0,None,Moderately Happy,Slightly Liberal,High School,3.0
55955,2012,31.0,16.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
55956,2012,54.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
55957,2012,21.0,13.0,Christian,Very Happy,Moderate,High School,4.0
55958,2012,23.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
55959,2012,34.0,16.0,Christian,Very Happy,Slightly Liberal,Bachelor's,3.0
55960,2012,45.0,14.0,None,Not Happy,Moderate,High School,4.0
55961,2012,28.0,13.0,None,Very Happy,Liberal,High School,2.0
55962,2012,34.0,14.0,Protestant,Very Happy,Moderate,Associate/Junior College,4.0
55963,2012,74.0,12.0,Protestant,Not Happy,Conservative,High School,6.0
55964,2012,25.0,13.0,Catholic,Moderately Happy,Extremely Liberal,High School,1.0
55965,2012,39.0,6.0,None,Not Happy,Slightly Liberal,Less Than High School,3.0
55966,2012,38.0,10.0,Catholic,Moderately Happy,Slightly Liberal,Less Than High School,3.0
55967,2012,80.0,3.0,Protestant,Very Happy,Moderate,Less Than High School,4.0
55968,2012,34.0,12.0,Catholic,Very Happy,Moderate,High School,4.0
55969,2012,71.0,12.0,Catholic,Moderately Happy,Liberal,High School,2.0
55970,2012,33.0,10.0,Christian,Moderately Happy,Slightly Conservative,Less Than High School,5.0
55971,2012,32.0,9.0,Protestant,Moderately Happy,Moderate,High School,4.0
55972,2012,37.0,16.0,Protestant,Not Happy,Conservative,Bachelor's,6.0
55973,2012,41.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
55974,2012,32.0,14.0,Protestant,Not Happy,Conservative,High School,6.0
55975,2012,35.0,13.0,Protestant,Moderately Happy,Conservative,High School,6.0
55976,2012,61.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
55977,2012,57.0,16.0,Protestant,Very Happy,Slightly Conservative,Bachelor's,5.0
55978,2012,71.0,15.0,Protestant,Very Happy,Conservative,High School,6.0
55979,2012,39.0,18.0,Catholic,Not Happy,Extremely Liberal,Graduate,1.0
55980,2012,30.0,13.0,None,Not Happy,Extremely Conservative,High School,7.0
55981,2012,42.0,16.0,Catholic,Moderately Happy,Conservative,Bachelor's,6.0
55982,2012,48.0,14.0,Catholic,Very Happy,Conservative,High School,6.0
55983,2012,32.0,19.0,Catholic,Moderately Happy,Slightly Liberal,Graduate,3.0
55984,2012,42.0,18.0,Protestant,Moderately Happy,Liberal,Graduate,2.0
55985,2012,37.0,13.0,Christian,Moderately Happy,Moderate,High School,4.0
55986,2012,29.0,11.0,Christian,Moderately Happy,Moderate,High School,4.0
55987,2012,74.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
55988,2012,47.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
55989,2012,41.0,16.0,Protestant,Very Happy,Slightly Conservative,Bachelor's,5.0
55990,2012,71.0,15.0,Protestant,Moderately Happy,Moderate,High School,4.0
55991,2012,31.0,12.0,None,Moderately Happy,Moderate,High School,4.0
55992,2012,33.0,14.0,None,Very Happy,Moderate,Associate/Junior College,4.0
55993,2012,32.0,20.0,Other,Moderately Happy,Liberal,High School,2.0
55994,2012,48.0,13.0,Protestant,Moderately Happy,Moderate,High School,4.0
55995,2012,50.0,18.0,None,Very Happy,Liberal,Graduate,2.0
55996,2012,40.0,11.0,Protestant,Not Happy,Unknown,High School,
55997,2012,27.0,13.0,None,Not Happy,Slightly Conservative,High School,5.0
55998,2012,35.0,14.0,Catholic,Moderately Happy,Liberal,High School,2.0
55999,2012,40.0,9.0,None,Very Happy,Liberal,Less Than High School,2.0
56000,2012,33.0,15.0,Protestant,Not Happy,Liberal,High School,2.0
56001,2012,49.0,16.0,Protestant,Moderately Happy,Slightly Liberal,Associate/Junior College,3.0
56002,2012,30.0,12.0,None,Not Happy,Moderate,High School,4.0
56003,2012,22.0,16.0,None,Moderately Happy,Slightly Liberal,Bachelor's,3.0
56004,2012,21.0,14.0,Catholic,Very Happy,Conservative,High School,6.0
56005,2012,21.0,14.0,Catholic,Moderately Happy,Moderate,High School,4.0
56006,2012,23.0,16.0,Catholic,Moderately Happy,Slightly Liberal,High School,3.0
56007,2012,67.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
56008,2012,34.0,13.0,Protestant,Moderately Happy,Moderate,Associate/Junior College,4.0
56009,2012,18.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
56010,2012,76.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
56011,2012,28.0,12.0,None,Very Happy,Moderate,High School,4.0
56012,2012,84.0,13.0,Protestant,Moderately Happy,Moderate,High School,4.0
56013,2012,31.0,9.0,None,Not Happy,Extremely Liberal,High School,1.0
56014,2012,25.0,13.0,Christian,Moderately Happy,Liberal,High School,2.0
56015,2012,38.0,12.0,Other,Not Happy,Moderate,High School,4.0
56016,2012,37.0,12.0,None,Moderately Happy,Conservative,High School,6.0
56017,2012,66.0,15.0,Catholic,Very Happy,Slightly Conservative,High School,5.0
56018,2012,72.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
56019,2012,24.0,14.0,Catholic,Very Happy,Moderate,High School,4.0
56020,2012,49.0,14.0,Catholic,Very Happy,Slightly Conservative,High School,5.0
56021,2012,42.0,9.0,Catholic,Very Happy,Moderate,High School,4.0
56022,2012,48.0,11.0,Protestant,Very Happy,Conservative,Less Than High School,6.0
56023,2012,39.0,12.0,Protestant,Not Happy,Liberal,High School,2.0
56024,2012,59.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
56025,2012,63.0,14.0,Catholic,Very Happy,Moderate,Associate/Junior College,4.0
56026,2012,61.0,13.0,None,Not Happy,Slightly Liberal,High School,3.0
56027,2012,48.0,12.0,None,Very Happy,Moderate,High School,4.0
56028,2012,39.0,12.0,None,Very Happy,Slightly Liberal,High School,3.0
56029,2012,32.0,16.0,None,Not Happy,Moderate,Bachelor's,4.0
56030,2012,32.0,12.0,Christian,Moderately Happy,Slightly Conservative,High School,5.0
56031,2012,27.0,14.0,Protestant,Moderately Happy,Moderate,High School,4.0
56032,2012,53.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
56033,2012,88.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
56034,2012,86.0,16.0,Catholic,Moderately Happy,Slightly Liberal,Bachelor's,3.0
56035,2012,44.0,16.0,Catholic,Moderately Happy,Slightly Conservative,Bachelor's,5.0
56036,2012,37.0,14.0,Protestant,Moderately Happy,Conservative,High School,6.0
56037,2012,70.0,12.0,Protestant,Moderately Happy,Liberal,High School,2.0
56038,2012,31.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
56039,2012,57.0,12.0,None,Not Happy,Moderate,High School,4.0
56040,2012,63.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
56041,2012,47.0,20.0,None,Not Happy,Extremely Liberal,Graduate,1.0
56042,2012,41.0,18.0,Christian,Moderately Happy,Slightly Conservative,Graduate,5.0
56043,2012,41.0,18.0,Catholic,Moderately Happy,Slightly Liberal,Graduate,3.0
56044,2012,42.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
56045,2012,31.0,12.0,None,Moderately Happy,Moderate,High School,4.0
56046,2012,65.0,12.0,Protestant,Very Happy,Conservative,High School,6.0
56047,2012,79.0,16.0,Catholic,Moderately Happy,Moderate,Bachelor's,4.0
56048,2012,65.0,14.0,Catholic,Moderately Happy,Moderate,Associate/Junior College,4.0
56049,2012,38.0,18.0,None,Very Happy,Extremely Conservative,Bachelor's,7.0
56050,2012,65.0,14.0,Protestant,Very Happy,Conservative,Associate/Junior College,6.0
56051,2012,19.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
56052,2012,58.0,16.0,Catholic,Very Happy,Conservative,Graduate,6.0
56053,2012,31.0,16.0,Catholic,Very Happy,Conservative,Bachelor's,6.0
56054,2012,36.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
56055,2012,29.0,16.0,Protestant,Very Happy,Liberal,Bachelor's,2.0
56056,2012,37.0,17.0,Catholic,Moderately Happy,Unknown,Bachelor's,
56057,2012,42.0,17.0,None,Very Happy,Extremely Liberal,Associate/Junior College,1.0
56058,2012,26.0,15.0,None,Moderately Happy,Liberal,High School,2.0
56059,2012,24.0,12.0,Protestant,Very Happy,Conservative,High School,6.0
56060,2012,75.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
56061,2012,40.0,20.0,Protestant,Very Happy,Slightly Conservative,Graduate,5.0
56062,2012,30.0,11.0,Native American,Moderately Happy,Slightly Liberal,High School,3.0
56063,2012,65.0,16.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
56064,2012,56.0,18.0,Protestant,Very Happy,Conservative,Graduate,6.0
56065,2012,40.0,16.0,None,Moderately Happy,Moderate,Bachelor's,4.0
56066,2012,38.0,15.0,Protestant,Very Happy,Conservative,High School,6.0
56067,2012,69.0,16.0,Protestant,Very Happy,Conservative,Bachelor's,6.0
56068,2012,64.0,16.0,Protestant,Very Happy,Slightly Conservative,Bachelor's,5.0
56069,2012,29.0,14.0,Christian,Moderately Happy,Moderate,High School,4.0
56070,2012,49.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
56071,2012,32.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
56072,2012,55.0,13.0,Protestant,Very Happy,Extremely Conservative,High School,7.0
56073,2012,55.0,14.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
56074,2012,83.0,12.0,Protestant,Very Happy,Slightly Liberal,High School,3.0
56075,2012,35.0,18.0,Protestant,Very Happy,Conservative,Graduate,6.0
56076,2012,42.0,11.0,None,Very Happy,Conservative,Less Than High School,6.0
56077,2012,39.0,14.0,None,Moderately Happy,Conservative,High School,6.0
56078,2012,23.0,15.0,Protestant,Very Happy,Conservative,High School,6.0
56079,2012,49.0,12.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
56080,2012,58.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
56081,2012,50.0,12.0,Protestant,Moderately Happy,Extremely Conservative,High School,7.0
56082,2012,45.0,17.0,None,Moderately Happy,Extremely Liberal,Bachelor's,1.0
56083,2012,77.0,9.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
56084,2012,34.0,20.0,Protestant,Moderately Happy,Moderate,Graduate,4.0
56085,2012,32.0,14.0,Protestant,Very Happy,Conservative,High School,6.0
56086,2012,61.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
56087,2012,69.0,18.0,Unknown,Very Happy,Liberal,Bachelor's,2.0
56088,2012,56.0,14.0,Catholic,Not Happy,Moderate,Associate/Junior College,4.0
56089,2012,43.0,12.0,None,Moderately Happy,Moderate,High School,4.0
56090,2012,20.0,12.0,Protestant,Moderately Happy,Unknown,Less Than High School,
56091,2012,30.0,8.0,None,Not Happy,Slightly Conservative,Less Than High School,5.0
56092,2012,57.0,13.0,None,Moderately Happy,Slightly Conservative,High School,5.0
56093,2012,24.0,16.0,Catholic,Not Happy,Slightly Conservative,Bachelor's,5.0
56094,2012,57.0,16.0,Catholic,Moderately Happy,Moderate,High School,4.0
56095,2012,22.0,15.0,None,Very Happy,Liberal,High School,2.0
56096,2012,23.0,13.0,None,Moderately Happy,Slightly Conservative,High School,5.0
56097,2012,50.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
56098,2012,71.0,12.0,Catholic,Not Happy,Moderate,High School,4.0
56099,2012,25.0,16.0,Protestant,Very Happy,Slightly Conservative,Bachelor's,5.0
56100,2012,43.0,13.0,Catholic,Very Happy,Moderate,High School,4.0
56101,2012,84.0,12.0,Catholic,Not Happy,Conservative,Less Than High School,6.0
56102,2012,55.0,12.0,Catholic,Very Happy,Moderate,High School,4.0
56103,2012,29.0,16.0,Protestant,Moderately Happy,Moderate,Bachelor's,4.0
56104,2012,21.0,13.0,Catholic,Very Happy,Slightly Conservative,High School,5.0
56105,2012,34.0,18.0,Protestant,Moderately Happy,Moderate,Graduate,4.0
56106,2012,34.0,18.0,None,Very Happy,Liberal,Bachelor's,2.0
56107,2012,83.0,10.0,Catholic,Moderately Happy,Moderate,Less Than High School,4.0
56108,2012,77.0,7.0,Catholic,Very Happy,Slightly Conservative,Less Than High School,5.0
56109,2012,28.0,16.0,None,Very Happy,Slightly Liberal,Bachelor's,3.0
56110,2012,78.0,13.0,Protestant,Very Happy,Moderate,High School,4.0
